Name	Blank	SRR6819014	SRR6819015	SRR6819016	SRR6819017	SRR6819018	SRR6819019	SRR6819020	SRR6819021	SRR6819022	SRR6819023
SUPT6H_1		7.578103403	7.819312394	7.973112784	8.038079639	8.202152063	8.081356631	7.741152046	8.23172856	7.963210807	7.80079568
DDX4_1		11.31662708	11.16098039	11.9010724	11.85490025	10.93369798	11.06999683	11.37696845	11.09485977	10.82884621	10.94114656
CUL-2_1		2.006222944	2.059044656	0	2.278190476	4.146450484	5.479370073	4.061023983	4.823128301	5.447422224	5.019569604
THNSL2_1		6.284309032	6.031169204	5.55033352	6.237385998	6.587536371	7.052519488	5.776070437	7.095490209	6.460820692	6.463586228
HERC2_1		6.137456213	6.226875765	5.236081545	6.212630453	6.376679941	6.371089885	6.116223629	6.373707954	6.445886194	6.273274565
UNC-5_1		5.866129753	5.831678343	5.132107854	5.048284023	5.736279016	5.324427725	5.518291879	5.932561662	5.927677933	5.761563757
HERC2_2		6.074257097	6.306004556	5.28538706	6.285658057	6.54327046	6.289652626	6.24971183	6.246055071	6.430795479	6.48441091
ATP9B_1		7.047147425	7.031783463	7.61646999	7.071362006	7.065544238	7.24627429	6.732755412	7.02809445	7.252582317	7.328687608
CUL1_1		6.515995094	5.959553461	5.333063047	5.997622791	6.244686163	5.356776062	6.732755412	6.794564915	6.642087795	6.798962588
SFXN2_1		7.578103403	7.865759236	7.911634769	7.920710199	7.342366918	7.751056673	7.710600253	7.476630069	7.375892715	7.652274558
TDP2_1		7.316578176	6.910423294	6.925411117	6.832302972	7.512739312	6.745573694	6.890990304	7.302180653	7.319656576	7.362827928
RPL7_1		0	0	9.011115313	0	0	0	0	0	0	8.297964834
POLR3A_1		6.467628975	6.286625507	5.379213781	6.641465385	6.364010911	6.757738081	6.702023373	6.763820512	6.602232678	6.545139929
NHE1_1		4.137101818	3.530696166	3.67728004	4.144562851	4.874476198	4.039667271	3.960742273	4.862353909	4.863994119	3.855293163
EMC3_1		5.577972853	5.285595764	6.083784919	5.744863952	5.696410065	5.697135296	5.620430746	5.817516989	5.590090486	6.025852569
CLN3_1		5.434363782	4.466889274	4.540747807	5.256382423	4.874476198	4.190868264	4.858984045	4.411819589	5.072825629	5.102731224
RPS9_1		11.58807594	11.50862612	12.12538678	11.90308011	11.10859321	10.95584521	11.35182298	11.19812072	11.04370499	10.85681559
ALG9_1		7.893952723	7.885216213	8.460122581	8.222972708	8.095066149	8.052022674	7.748689961	8.186079678	8.103047369	8.065518065
SKIV2L_1		8.424008867	8.372579459	8.176286632	8.472746202	7.858147733	8.066764206	7.938614424	7.538483018	7.831517886	7.845748348
ABCG1_1		6.65206482	7.04337635	7.269675515	6.505406226	7.335893837	6.981686031	5.833910655	7.671420952	7.303178093	7.251823009
TRAPPC2		7.459455176	7.18617391	7.420743364	7.671032144	7.471995079	7.590306067	7.467333817	7.431698999	7.680218358	7.334434061
MTA1-LIKE		9.389821864	9.579933338	9.314040249	9.783857391	9.938179495	10.15758553	10.01455595	10.03027929	10.26676255	10.0166071
SLC9A8		3.53113417	2.87464067	3.521383169	3.918310162	4.26021279	3.957676726	3.144967749	3.834285873	3.677252185	4.470658809
NMD3		11.09375996	11.14156066	11.74460084	11.59902499	10.91699043	10.76113404	10.98702256	10.88112865	10.87208205	10.83113396
MRPS35_1		4.735899747	5.600107384	5.703291691	5.43821327	4.838295189	5.291337398	5.066235465	4.862353909	4.818338833	4.990748563
RH2_1		6.008162122	5.934869142	5.628838783	7.112088483	5.222069229	5.908292736	6.2065737	5.14281449	6.20105827	5.907482422
PDE12		3.329392413	3.980008167	4.063845314	3.918310162	3.384670478	3.679386452	3.960742273	4.411819589	2.877730736	3.721358096
PRDX6		11.10467327	10.86932108	11.23288086	11.06646037	10.87575011	10.78063934	10.71229222	10.71226871	10.64655593	10.72631043
HIGD2A_1		8.979818393	8.939124349	9.593922871	9.06675155	8.434991871	8.333785145	8.840114376	8.20908466	8.359639853	8.528502141
ALDH4A1_1		7.77974294	7.85264059	8.523140828	8.140065368	7.399353688	7.346327543	7.411441706	7.273366375	7.117738872	7.317125575
MYO15_1		6.853709466	6.381018038	5.628838783	6.02631748	6.576596572	5.841283099	6.429303216	5.932561662	5.744530207	6.730881717
XPO1_1		4.562528307	3.656806373	3.346576121	4.340096366	3.48168538	4.820571944	5.369782077	5.14281449	5.255215711	4.736760586
EIF4G_1		7.611875146	7.878759666	7.919464324	7.706926602	7.495418205	7.867890334	7.555929113	7.574360654	7.614957139	7.465898667
VHA16		13.13982586	12.67856645	12.95330915	12.79888955	13.57618378	13.50658269	13.01157383	13.6206944	13.43221678	13.48699691
SMC1_1		5.902970115	5.631169528	4.694673145	5.778988684	5.135266951	4.674230498	5.017146471	5.45655237	5.220535851	5.953016873
KRT9_1		2.466218956	4.719009342	4.540747807	5.876771696	2.914276483	0	2.455025236	0	0	0
ABCF1_1		5.749603753	5.075820452	5.967757528	6.054452555	5.954800046	5.671645595	5.017146471	5.506929437	5.477106904	5.416237685
POLR3B_1		9.134980991	8.9667838	9.832383454	9.425649548	8.818357332	8.653191622	8.737776582	8.588226676	8.745394618	8.560725379
CNOT1_1		9.742144319	9.795787167	10.33063094	9.906623407	9.873727469	10.05658182	9.8261237	9.635295853	9.83107668	10.0183931
SMC4_1		10.108289	10.07389374	10.0830052	10.04801904	11.313152	11.39896837	10.40758327	11.26093228	11.31219475	11.50611119
LGI4_1		8.971170745	8.832912439	8.868753823	8.462283469	9.132193938	9.548377793	8.833040458	10.27883863	9.743712828	9.735329175
LSM3		7.316578176	7.601349353	8.039281753	8.016787907	7.374303711	7.576637647	7.3826621	8.114778271	7.503980501	7.417992255
CYP4V2_1		6.996910895	7.37233698	7.232446825	6.731349429	6.968452537	6.54961014	6.806837927	7.316374816	7.098768546	6.918552639
PHF3_1		6.853709466	6.935525793	7.219820672	6.109128297	6.752151997	6.928873083	7.045862229	6.844392987	6.989723621	6.839937339
AP1M1_1		10.1813366	10.01623288	10.2614715	10.10629834	10.23371917	10.24010503	10.18119577	10.30131403	10.2170506	10.21108741
ABCF1_2		6.872406485	5.934869142	6.083784919	6.565295015	6.609170204	6.448174762	6.2065737	6.678480611	6.445886194	6.453060069
PPP2R5E		10.12202601	10.09354265	9.372249122	9.895000877	10.34266136	10.37651439	10.2689951	10.49001961	10.46496034	10.44950327
TTC9B_1		5.902970115	5.468705064	5.077168957	5.304033348	6.376679941	5.908292736	5.159669963	5.817516989	6.20105827	6.48441091
KDM3A		9.609122775	9.611428153	9.584104627	9.398468037	9.337305193	9.351750946	9.178257255	8.971265568	8.983772	9.196614865
TRMT11		6.442823954	6.960198974	7.181265348	6.54560703	6.943123149	7.00228151	6.555002616	6.667449234	6.68087143	6.798962588
DIP2_1		9.558064945	9.457465219	8.719786333	9.412122807	9.082793229	9.236959136	9.635993774	9.030582467	9.273230501	9.199766374
MOCS3		5.434363782	5.324124127	5.333063047	5.560968624	5.105132154	5.388414958	5.159669963	5.45655237	5.185001772	5.019569604
BRE-2_1		4.137101818	3.880108694	4.540747807	0	3.956984842	4.621954368	4.478669577	3.667136833	3.332182341	4.245192481
EIF4G_2		10.79863514	10.48222211	10.83470068	10.78303886	10.62939508	10.54653793	10.56102701	10.46475398	10.55817956	10.39555334
INTS1_1		9.043074508	9.304486259	9.613361152	9.195507876	8.62218431	8.996385691	9.08307951	8.805059142	8.865297891	8.570497147
GID8_1		7.28900891	7.32562779	7.375922749	7.346328008	6.99334488	7.24627429	7.229465856	6.966424532	6.97938926	6.739569607
REC8_1		8.175680697	7.996749809	8.29539719	8.216761657	8.64068484	8.819095183	8.08871003	8.387739576	8.302753871	8.51844074
MRPL48		8.033399133	8.020406193	8.664952754	8.307231399	7.928671181	7.867890334	7.687254183	7.895955992	7.931397336	8.155912973
REG1A_1		8.796175163	9.222724899	9.222071484	8.414238851	9.094344454	9.38546028	8.847153777	10.14606435	9.770931376	9.711239145
MFSD1_1		8.872459711	8.439913539	8.852487079	8.777075392	8.80904022	8.719994903	8.854158998	8.876253342	8.944466387	8.727225848
DH31_1		6.67354577	6.647255278	7.114624421	6.484877793	6.47421585	6.417833248	7.151997337	5.914013401	6.336777995	6.285191954
POLR3B_2		8.949322093	8.774985244	8.336914212	9.1473364	8.635423138	8.64339068	8.90900891	8.794957639	8.481812657	8.620740447
CPNE8_1		9.309774401	9.356528027	9.688596529	9.299085051	9.321010312	9.288176835	9.219527702	9.435207143	9.535523605	9.439912451
INF2		7.687731078	7.826039912	7.567481717	8.113566301	7.228168182	6.939591472	7.494488298	7.580254465	7.594788883	7.401663299
RH2_4		7.17314062	7.335091394	6.652273272	7.04355795	6.576596572	7.839556909	7.185708743	6.633839789	7.278101995	6.807251167
CHST9_1		9.123320048	8.207212286	7.663849299	8.839042322	6.661876691	7.76317511	9.567319906	6.200864395	6.20105827	5.828244626
CASD1_2		8.066252008	7.495608453	7.797310618	6.355166506	4.204452674	4.773421785	6.291597445	1.740137277	1.492758718	3.721358096
RIP11_1		8.332446059	7.859214824	8.189297853	8.172519071	8.226851729	8.762871556	8.454059544	8.534597762	8.573983156	8.560725379
CLR-1_1		4.255783623	4.243891081	3.67728004	3.790317358	3.280658395	4.260913698	4.154785853	3.575690445	4.389355242	4.339647526
ITPR83A_1		9.184450166	9.119715855	8.920388668	8.859120284	9.363000134	9.452476423	8.778850694	9.193247295	9.100421462	9.249276151
ALDH7A1_1		5.708572027	5.535901742	6.216814117	5.997622791	5.736279016	6.185442393	5.916542556	6.089565806	6.031360887	6.285191954
TANGO9_1		6.442823954	5.600107384	0	0	0	5.419374865	0	5.404352353	0	0
DBP80		10.52201325	10.17088858	10.51115773	10.48528321	10.96968287	10.88483213	10.88725311	11.09434503	10.92150124	10.93312123
A4GNT_1		5.828323935	6.077011292	6.450911429	5.350160596	5.164785154	5.536969642	5.943067229	5.235362872	5.768736103	5.479841426
BTF3L4_1		12.56467624	12.91955856	13.07397015	13.00147964	12.5633727	12.58900486	12.67848528	12.66714708	12.50168651	12.41404284
HPX6_1		7.837977702	8.008626488	8.074771897	7.586847436	7.081109418	7.541889078	7.555929113	6.490978277	7.235314911	7.481520367
DDX4_2		9.952262829	9.493831465	9.433677815	10.15583616	9.342157983	9.381535114	9.982947554	9.638123887	9.440779409	9.327714171
RFC4_1		7.698249243	7.819312394	8.123035561	7.995177233	7.783998899	7.643720441	7.971198144	8.227979172	7.814177758	7.638404991
HTATIP2		8.492083992	8.457350912	8.588440663	8.235315163	8.565215193	8.666156823	8.353829513	8.670643066	8.742341955	8.759620211
SRP9		7.893952723	7.90441427	8.593343405	8.247552921	8.129158199	7.527751868	7.564496607	7.881708522	7.496752641	7.81730462
USP9X_1		3.708094922	3.656806373	3.67728004	1.834762894	4.086018336	3.458708595	4.616883581	3.834285873	4.818338833	5.394397667
FBXO21_1		5.274863092	5.163423443	5.841576171	6.187442694	5.591633409	5.645697426	5.066235465	5.14281449	5.694864852	5.618176842
CPNE8_2		9.734499707	9.759346843	10.0830052	9.717221176	9.926379352	9.84341197	9.88031467	10.10883227	10.04066549	9.91288856
FZR1_1		9.757313082	9.674292557	9.620583511	9.715019525	9.721895227	9.60165149	9.603105362	9.837062322	9.743712828	9.595169099
CCT4		8.602594521	8.465991195	8.646201772	8.839042322	8.763943166	8.450792715	8.878412821	8.73809853	8.535704127	8.510848373
RH2_5		10.23650186	9.965341383	9.938296616	10.05151318	9.181764831	9.934638426	9.97010771	8.844772381	9.97586304	9.617729132
FOXC1		8.820450221	9.130625842	8.583521203	8.079742986	8.581722922	8.34994541	8.383184201	8.411074864	8.379424662	8.477478419
FBXO21_2		4.467347081	5.804684672	6.450911429	6.309201606	5.569732981	5.771008777	5.518291879	5.555606593	5.590090486	5.618176842
RANBP9_1		7.013851517	6.832383669	5.590120075	6.622796489	6.54327046	6.185442393	6.917984545	6.360069433	6.53325863	6.603415539
GINT3_2		6.853709466	6.763962463	6.191171532	6.237385998	5.849672929	6.033640622	6.686408322	6.154212276	6.475602173	6.249140328
CAND1_1		7.818826116	7.296858711	6.893965991	7.689091003	7.235141899	7.228902741	7.932008431	7.556533361	7.503980501	7.29960691
ALG9_2		7.142658784	7.099983309	7.305967637	7.300076069	7.207042464	7.148033463	6.654661857	7.295030856	7.375892715	7.157724853
DCTN5		7.047147425	6.832383669	7.557481237	7.334903292	7.088829483	7.032633728	6.863481327	7.191024771	7.226603083	7.196103695
MED17		9.333583875	9.326003461	9.447281492	9.544482717	9.60023793	9.507540755	9.479443019	9.385584276	9.461346886	9.375876528
MED16		10.04788797	10.04679197	10.07601677	10.25615303	9.948823782	9.817497198	10.22508792	9.85175532	9.813731216	9.875933224
C1QTNF2_2		5.749603753	6.164544152	5.236081545	5.43821327	4.415622372	4.327715192	4.913654247	4.741324863	6.236203816	5.811861112
MUC5AC_1		9.313199907	8.597629978	8.827737811	8.172519071	8.102712086	9.230427158	8.435497291	8.142926826	8.580835161	8.394643285
VMO1_1		6.872406485	6.600935483	7.001150064	6.641465385	7.821549634	7.370293048	7.503427389	7.580254465	7.344026679	7.396178984
FRMD7		9.900825427	9.738102948	8.438489578	9.127608238	8.875264402	8.887119254	9.534990084	8.866639852	9.149640789	9.190291119
RTL1_1		5.095510966	4.982552195	5.666545468	4.931776148	4.763091715	5.479370073	3.736483071	3.667136833	4.818338833	4.990748563
EIF4G_3		5.48383894	5.285595764	4.960586124	5.844908114	5.613206348	5.771008777	5.746256832	6.231148243	5.861691913	5.727030802
ABCD2		10.46925321	10.53655366	10.05484603	10.3241769	10.46634964	10.14258857	10.35546378	10.55131313	10.40637921	10.35018312
RPS12_1		13.9456646	13.76928458	14.57471049	14.10895375	13.41606613	13.4333472	13.67627693	13.40955167	13.26414208	13.23855374
VMO1_2		6.776399782	7.426462238	7.464213379	6.054452555	5.971599892	5.951296874	6.162105831	5.009388703	6.814772932	6.463586228
DCUN1D1_1		7.496085283	7.461449565	7.547410952	7.547795004	7.541153559	7.617260442	7.512311433	7.682422117	7.511172331	7.710881358
ALG9_3		7.729351314	7.728874087	8.163156997	8.140065368	7.821549634	7.928331803	7.494488298	7.881708522	7.915223599	7.804940659
DNMT1_1		7.677135665	7.545376582	7.895847021	7.413039165	8.467926318	8.694909409	8.251428623	8.3399052	8.359639853	8.277230086
C1QTNF2_4		4.007774495	5.029939901	4.898560291	5.256382423	3.738820799	3.778235728	4.616883581	4.562332324	5.033407836	4.837317269
CLIPD1_1		9.08776081	9.50645084	9.411641549	8.974051661	8.934303032	8.428138085	9.167049454	9.549272616	8.778554386	9.15500618
DH31_2		5.157805521	5.24601017	5.906045924	5.350160596	5.164785154	4.91048688	6.2065737	4.900541176	5.694864852	5.047826139
WSB1		11.51558759	11.62507017	11.4327963	11.59723303	11.29073511	11.31450894	11.71907475	11.29179051	11.34828176	11.18406842
HIGD2A_2		8.90914082	8.839576981	9.040132453	8.894571145	8.17702215	8.147568481	8.392837851	8.381002432	8.25214295	8.324193267
DNMT1_2		8.971170745	8.80253504	8.233934685	8.419656838	9.696855992	9.729135262	10.00514593	9.982122302	10.05795676	9.840027523
GPROP12_1		6.198002609	5.029939901	6.242008877	5.599670801	4.599792743	3.957676726	6.116223629	4.654602724	4.722450974	3.721358096
AGO1		10.90802152	10.7265113	9.262646362	10.4696973	10.21532252	10.22156115	10.80649197	10.35816234	10.55209077	10.55108686
ARL4C		8.14525305	8.19166849	8.252649925	8.140065368	8.095066149	8.147568481	8.186307198	8.056777946	8.375489346	8.168835841
RH2_6		11.52964356	11.31358551	11.65129909	11.22571756	10.71357009	10.84832581	11.15243555	10.20542361	11.01742911	10.89717252
OTOP3_2		6.417584976	6.486696284	5.379213781	6.464053035	7.710843157	7.637150798	7.555929113	7.996347823	7.802500792	7.693100742
CD9_1		8.372400872	9.049593063	9.06505235	9.307877012	9.031640782	7.477151318	8.749095084	7.676932021	8.88203784	8.329957614
DCAF7_1		6.962420943	6.647255278	6.670946015	7.071362006	6.752151997	7.032633728	6.931294591	6.73240664	6.94793445	6.856006849
DCUN1D1_2		7.471768839	7.478630104	7.506411814	7.567453355	7.552364392	7.623921077	7.512311433	7.682422117	7.518328486	7.710881358
GPRMAC1_1		5.902970115	6.143153781	6.083784919	5.394858599	5.971599892	6.073114577	5.330136623	5.648294596	5.506193091	5.349700017
METTL24_6		6.979768984	6.077011292	5.379213781	6.332367106	2.605374837	4.91048688	6.732755412	1.356395335	0	0
RH2_7		6.715571323	6.306004556	6.493495029	6.237385998	5.696410065	6.27279864	6.502466543	5.350192486	6.352879243	5.828244626
EF1A_1		9.801885302	9.963817056	9.940222102	10.23786728	10.10924643	9.90623269	10.35916176	10.2356129	10.0369331	10.02373788
NARG2		7.818826116	7.577626426	7.847419913	7.965850036	7.807582394	7.769196368	7.529917065	7.891222452	7.859962844	8.06205885
HMT-1		10.15294225	10.13341204	10.31883889	10.23172015	9.963595066	10.00903404	9.94408003	10.00968112	9.914807267	9.823778026
GPRNPY2_1		0	4.396318241	3.67728004	4.340096366	4.204452674	4.452698683	4.325797642	3.137869364	3.456604215	3.223489773
EF1A_2		11.70155795	11.26056275	11.71116187	11.67404662	11.12558086	11.08214029	11.4550704	11.01660797	11.01553382	10.85980712
GEMIN7_1		4.9622209	4.830266653	5.132107854	5.43821327	5.381420691	3.870744268	3.960742273	5.235362872	5.255215711	4.961340001
MIG15		9.923415194	9.859474361	9.397695975	9.785956531	9.238391641	9.482105371	9.831457853	9.337677184	9.429435957	9.419782594
INTS6_1		7.157980205	7.031783463	7.409668076	7.634221792	7.920041989	7.305478549	7.564496607	7.632242506	7.588002987	7.779890245
CUL1_2		8.936052294	8.508433048	8.460122581	8.73857604	8.82991974	8.523837565	9.003401818	8.969021111	9.001754467	8.797557071
EF1A_3		7.531808331	7.55350688	8.258834774	7.784565651	7.524172253	7.454910016	7.503427389	7.3374076	7.136462987	7.208673067
COQ9B		5.157805521	4.161179411	5.077168957	5.207103714	4.313897737	4.724678451	4.913654247	4.609205065	4.863994119	3.977843574
UBL5		6.391896585	6.791721538	7.780213144	6.584717938	6.619866671	6.463109533	6.484520606	5.914013401	6.384552468	6.41017019
HEBP2_2		11.912171	11.68272993	11.82547787	11.49700468	11.36374431	11.67231317	11.1545651	11.56724678	11.70570005	11.31480925
PROSALPHA6		10.17004583	10.06823026	10.36113416	10.35843395	10.41507192	10.16102434	10.32174836	10.37436508	10.23453667	10.00133615
GEMIN7_2		5.902970115	5.74913318	6.707581733	6.135708258	6.216773813	5.908292736	5.017146471	6.056122795	5.768736103	5.540759088
LAMTOR2		9.043074508	8.613271338	9.433677815	8.863102562	8.780722322	9.011703763	8.811608182	9.030582467	8.876479412	8.87648345
SLD5		6.608118916	6.099397418	5.808227727	6.237385998	6.976797797	7.101066772	7.033572625	7.609367674	7.191219972	7.334434061
PSMA1		10.35424455	10.46292797	11.14545548	10.56567846	10.4386748	10.5386284	10.29754133	10.53167694	10.37715616	10.16426468
SAR1B_1		4.815350931	5.163423443	5.808227727	5.637361807	5.655407943	5.564929394	5.204211827	5.914013401	5.417113902	5.828244626
NS1		11.10467327	11.46780412	11.96535825	11.70820771	10.50292411	10.67235358	11.00837404	10.72029753	10.7174466	10.43820651
COMMD10		7.030595523	6.692134055	7.52705702	7.423863833	7.36797266	7.370293048	7.292709456	7.273366375	7.252582317	7.407126846
CDC5L_1		4.467347081	4.07343582	3.346576121	3.649853971	3.815266929	4.190868264	3.317080333	4.053499212	4.389355242	3.721358096
RGK1_1		3.865702016	4.982552195	4.368416393	3.3197548	3.956984842	4.567712561	3.960742273	3.003963515	4.509137941	4.470658809
GID8_2		6.736133765	6.984457277	6.652273272	6.765791525	6.565573184	6.507008036	6.537702292	6.346300748	6.504718408	6.273274565
KCTD5		9.555174715	9.374996335	9.80939225	9.617022071	9.29120754	9.335611007	9.440411167	9.166072769	9.300467689	9.366091325
MMP1_1		6.67354577	0	4.833747512	0	5.19371149	5.479370073	6.01983503	5.579342815	5.617006027	5.181359281
LIN7C		8.436627482	8.659202972	8.789799157	8.621211404	8.600746202	8.713764303	8.733983928	8.456642751	8.542739921	8.601805886
RAB4B		8.098373388	8.181212133	8.227641928	7.973237915	8.373114126	8.527394502	8.070780119	8.242918611	8.327408734	8.206924095
COL3A1_1		9.376785262	8.859387854	9.36653279	9.5118797	6.084020592	7.576637647	9.433412221	5.110596966	4.325515469	6.03998862
UNC-5_3		3.708094922	3.392497144	3.946135477	3.494225	3.738820799	3.957676726	4.404257504	3.667136833	3.868587539	3.573704497
RAB39A		8.168133737	8.072256048	8.388595659	7.973237915	8.136626037	7.949697492	8.197366954	7.886473329	7.772888074	8.019888085
PIK3CA		9.866263394	9.646056932	9.87528365	9.853568435	9.496681885	9.60165149	9.82255661	9.503482578	9.43700816	9.536552553
ALDH4A1_2		6.041588082	6.536767515	6.555102597	6.622796489	5.676054662	5.187253285	5.482572898	5.14281449	5.220535851	5.437752006
SPZ5		0	4.719009342	3.346576121	4.428746885	0	3.957676726	5.159669963	3.575690445	3.571142375	0
NACHRA2_1		7.142658784	6.960198974	6.828941755	7.567453355	7.316298486	7.37819389	7.140582848	7.280624077	7.539586409	6.918552639
CSP6_1		8.479943234	11.2029346	10.2161031	10.8557894	13.61295555	13.54075238	12.57972272	14.02210063	13.94229202	13.68418409
CCT6A		12.95098802	12.77776216	13.20065585	13.23720511	13.06838802	12.85748605	13.08542861	13.17374004	12.92633331	12.82072219
BRE-2_8		0	3.068654698	0	0	4.204452674	4.039667271	4.154785853	3.478053018	3.045628917	4.195539921
RGK1_2		4.137101818	4.534168636	3.946135477	0	3.48168538	4.190868264	3.317080333	2.691883017	3.456604215	3.319329938
MMP1_2		8.652126829	8.520925895	7.35297922	8.159625063	8.110317716	7.688888879	8.58614893	8.20145702	8.410526611	8.222502132
MRPS18A		8.411278908	8.100276166	8.568661365	8.370146486	8.47088341	8.224086005	8.313737067	8.401120208	8.277670333	8.411051439
DCAF7_3		8.404871556	8.525066252	8.342748874	8.611775178	8.584455939	8.738526862	8.556392139	8.60855559	8.611272725	8.391890358
SMC4_3		8.731079271	8.478855363	7.965569783	8.662926896	8.991020338	8.750750559	8.82949045	9.120286883	9.066650232	9.036624967
RANBP11_1		9.620227684	9.368098395	9.28705993	9.439050639	8.895213598	8.933433253	9.13001084	8.642752267	8.884809045	8.968046217
SCRB17_2		4.255783623	4.775710221	4.765885509	4.737215036	4.763091715	4.452698683	0	4.562332324	4.325515469	4.384652885
ATG6		8.830047019	8.764516909	8.988962918	8.917730162	9.049553382	9.197316149	8.922401636	9.181663689	9.02706101	9.027785532
BANF1		9.428239417	9.072405325	9.484703206	9.578788763	9.775498018	9.76874291	9.633960068	9.78697596	9.928301817	9.973066037
IST1		10.80351462	10.80010969	11.00534281	10.71526288	10.63269966	10.57345465	10.81728598	10.69946433	10.77832555	10.60794184
RP2_1		3.708094922	0	3.147629752	2.616888269	3.65809614	3.778235728	3.144967749	4.654602724	4.619733359	3.649419436
SYX8		9.347014922	9.561910611	10.10720153	9.640413374	9.657165424	9.56923387	9.452001148	9.643763378	9.34943939	9.502503098
CHI3L2		7.316578176	6.616541239	7.141651294	6.355166506	6.855328327	6.339064478	6.849527604	7.03669312	6.718639691	7.091400256
COPS4		10.64807902	10.45209644	10.93370054	10.7251423	10.19758108	10.00521267	10.47047645	10.30665642	10.18368178	10.19459533
MCM3		9.794551573	9.705638799	9.665504165	10.04626879	10.29840285	10.32532829	10.41470834	10.57290428	10.34330494	10.28565172
SMARCE1		9.511111717	9.591824611	9.531433149	9.658857131	9.770706505	9.8476862	9.784559817	9.78442541	9.846795544	9.479348653
SEC13		10.21102034	9.804329437	10.40780161	10.28315432	10.26982332	10.25412654	10.07876157	10.29505613	10.1575659	10.25264969
MED11_1		7.33016773	6.972379112	7.788787209	7.466368153	7.19993125	7.288809502	7.093999763	7.167727646	7.145734696	7.263918177
NFU1		8.810789157	8.795696755	8.951269188	8.681086859	8.930011697	8.741592509	8.752848271	8.8545322	9.093251023	8.870563144
RASSF5		9.525949417	9.472550735	9.237812541	9.114304643	9.781465117	9.895262622	9.577937495	9.921896248	9.928301817	9.9656797
RH2_8		6.008162122	6.469612103	6.555102597	6.054452555	5.303943969	5.388414958	5.86198379	5.235362872	5.949019216	5.795289403
WNT16		5.157805521	5.075820452	6.055641109	6.16180736	5.164785154	4.953426627	5.408367142	4.900541176	4.389355242	5.047826139
HSP67BB_1		9.856905282	9.605575009	9.836524592	9.287278465	9.837527441	9.639943563	9.930887958	9.725812592	9.690855386	9.945170089
PDP1_1		11.48629958	11.50967119	11.21470133	11.3322583	11.08321387	11.18593828	11.34748571	11.22329197	11.20484803	11.34073595
MAPRE1		8.936052294	8.872445565	8.593343405	9.010413745	9.250487951	9.172542468	9.230336639	9.412262037	9.36738353	9.404840117
HAUS3		9.380055473	9.39323121	9.439134688	9.902759625	9.641503329	9.579549923	9.691803876	9.83952157	9.826759826	9.890634141
TIM2_1		9.493102664	9.636520905	9.832383454	9.847551172	9.928532024	9.738372477	9.83500303	9.875915931	9.796174667	9.733155719
MT2		7.677135665	8.287397332	8.29539719	8.191646551	8.278397194	8.669379999	8.338925107	8.888180813	8.507212722	8.389132167
DDB1		11.11746527	10.99777009	11.32713053	11.37262537	11.33765782	11.24059235	11.31421627	11.39110821	11.24530362	11.15391955
ATP1A1_1		13.37187777	13.24357098	12.81245916	12.57713707	13.89558018	14.18286122	14.12742386	14.34393019	14.12390944	14.06302198
GSTM4_2		10.98735508	11.20616146	11.60774521	11.27885371	11.06228991	10.94058618	11.151725	11.24849431	10.96011562	11.07759866
ACVRL1		6.198002609	6.077011292	5.590120075	5.599670801	5.867734744	5.697135296	6.184511086	5.932561662	5.990777427	5.673630232
FKBP13_1		6.284309032	6.099397418	6.594759637	6.054452555	6.682431696	6.992020522	6.27080664	6.794564915	6.68087143	6.815492398
ACE2_1		9.083755133	8.19166849	8.553646876	8.483133602	6.531988459	6.757738081	8.691593123	4.513885413	4.771191398	6.650242559
SF3A3		8.9581013	8.920385646	9.170513921	9.127608238	9.640190447	10.00010171	9.440411167	9.890220438	9.90664953	9.763290118
PPFIA1		7.611875146	7.495608453	6.877982619	7.52786508	7.60714789	7.53483779	7.439658412	7.495465976	7.608265665	7.661447408
CHMP2A		9.726814371	9.696489804	9.932504693	9.381909867	9.608317436	9.789628103	9.678052448	9.803445525	9.734524656	9.829893055
MYO9_1		8.810789157	8.981924073	7.81420784	8.99234726	8.811375145	8.771895938	9.23571089	8.564637366	8.879261303	8.797557071
MUC2_1		10.14719569	11.00742052	10.3768583	10.12300066	10.73893679	11.43160448	10.6084055	11.5757533	11.47644128	11.59227136
GTSF1_1		8.59698447	9.035150025	9.441855404	9.275374459	8.845952993	8.830657604	8.885268247	9.056182443	8.790425986	8.540981013
TGFBR1		10.40969807	10.38988957	10.16432792	10.0995629	10.21090757	10.23249816	10.02855688	10.03565134	10.0859215	10.11503681
METTL24_7		3.708094922	4.719009342	5.236081545	5.103189641	3.738820799	2.470653828	3.470831107	3.137869364	3.456604215	3.649419436
DDA1		7.383280934	7.832736204	8.102548517	7.995177233	7.690691801	7.393866943	7.494488298	7.665888751	7.319656576	7.43413846
TTC9B_2		7.847458993	7.609171095	8.189297853	8.023920123	8.441036146	8.279977982	7.800380586	8.36060015	8.452225642	8.637106757
RGK1_3		5.095510966	4.830266653	5.997650856	4.512263938	4.086018336	4.724678451	3.852965778	4.053499212	4.951186303	4.590757084
COL3A1_2		3.094781171	2.650420959	3.817961583	0	8.806701509	10.01284532	8.647918942	10.01295308	10.28050661	9.629462635
GSTM4_3		10.63855322	10.63369834	11.14127682	10.69194437	10.11964682	9.921181615	10.43119791	10.03886499	9.944330407	9.994093502
